graph_name,configuration,stress_min,unfair_stress_min,stress_5,unfair_5,stress_20,unfair_20,time
lesmis,0,0.09036973508993096,2.435213952536867e-07,0.09518697252900467,4.870180475329189e-08,0.10373197860455902,3.540598494117763e-22,21.13550305366516
lesmis,1,0.08814241337697251,1.45444637598018e-07,0.09277181898996452,7.232560984947118e-09,0.09536659992027482,1.625334306253718e-22,20.75010895729065
lesmis,2,0.08484478058510457,2.629908044999584e-07,0.08930649466396214,5.528378327077305e-08,0.09728149916611348,3.0208445985996773e-25,20.922606706619263
lesmis,3,0.08135976942996517,1.898445027672944e-07,0.08552916528587699,3.823633214578527e-08,0.09310540813529707,1.5303959623467855e-22,20.88255786895752
lesmis,4,0.08312350100907609,3.4447449384000454e-07,0.08731252029352332,1.3756100205525037e-07,0.09995189266384971,7.23065880151586e-09,9.68540096282959
